ID,Stage,Priority,Capability,Type,Title,Description,CurrentEvidence,FilesAffected,Dependencies,DecisionRequired,SecurityImpact,DataImpact,AcceptanceCriteria,TestsRequired,EstimatedComplexity,RecommendedOrder,Status
STL-A15-011,Etapa A1.5,P0,Governance,Documentation,Correccion del informe y JSON de validacion de Etapa A,"Actualizar STELLA_STAGE_A_IMPLEMENTATION_REPORT.md, STELLA_STAGE_A_VALIDATION.json y STELLA_THREAT_MODEL.md para reflejar el estado real tras el cierre de las 5 reservas, y escribir STELLA_STAGE_A15_CLOSURE_REPORT.md.",STELLA_STAGE_A_VALIDATION.json declaraba structuralDataInstructionSeparation:true cuando los builders runtime no usaban el envoltorio,STELLA_STAGE_A_IMPLEMENTATION_REPORT.md; STELLA_STAGE_A_VALIDATION.json; STELLA_THREAT_MODEL.md; STELLA_STAGE_A15_CLOSURE_REPORT.md (nuevo),STL-A15-001;STL-A15-002;STL-A15-003;STL-A15-004;STL-A15-005;STL-A15-006;STL-A15-007;STL-A15-008;STL-A15-009;STL-A15-010,No,Bajo,Ninguno,El JSON distingue explicitamente untrustedPayloadUtilityImplemented/untrustedPayloadIntegratedInRuntimeBuilders/tablePrivilegesHardened/promptVersionIntegrityTested/contextSchemaVersionIntegrityTested; ningun campo declarado true sin verificacion ejecutada,Validacion manual de coherencia documentos-codigo,Baja,25,Done
STL-A16-001,Etapa A1.6,P1,Governance,Documentation,Correccion de la afirmacion de acceso externo durante el build,"STELLA_STAGE_A_VALIDATION.json declaraba externalNetworkAccessDuringBuild: false como hecho absoluto, sin que la red hubiera sido deshabilitada ni el trafico saliente monitoreado. Se reemplazo por un desglose verificable de 5 campos (servicios configurados como locales/sinteticos, acceso remoto observado, build con red deshabilitada, monitoreo de trafico).",STELLA_STAGE_A_VALIDATION.json build.externalNetworkAccessDuringBuild (version anterior),STELLA_STAGE_A_VALIDATION.json,None,No,Bajo,Ninguno,"El JSON distingue explicitamente configuredApplicationServicesWereLocalOrSynthetic, remoteDatabaseAccessObserved, remoteGeminiAccessObserved, buildRanWithNetworkDisabled, outboundTrafficWasIndependentlyMonitored; ninguna afirmacion absoluta sin evidencia de monitoreo",Revision manual de coherencia (no requiere prueba automatizada),Baja,26,Done
STL-A16-002,Etapa A1.6,P1,Governance,Documentation,Correccion de inconsistencia CSV vs JSON en el cierre de Etapa A1.5,"STELLA_STAGE_A_VALIDATION.json (csvValidation) declaraba etapaA15RowsMarkedDone:10 con STL-A15-011 pendiente, mientras STELLA_REVISED_BACKLOG.csv ya tenia las 11 filas en Done. Re-verificado directamente contra el CSV y corregido a 11/11, sin pendientes.",STELLA_STAGE_A_VALIDATION.json csvValidation (version anterior) vs STELLA_REVISED_BACKLOG.csv (estado real),STELLA_STAGE_A_VALIDATION.json,None,No,Bajo,Ninguno,csvValidation.etapaA15RowsMarkedDone coincide exactamente con el conteo real de filas STL-A15-* en Done del CSV,"Script de validacion de CSV (Node ad-hoc, re-ejecutado)",Baja,27,Done
STL-A16-003,Etapa A1.6,P0,AI security,Technical,Ampliar el hash de integridad de prompts al contrato completo,"computePromptContentHash() solo cubria el texto del system prompt; no cubria TASK, RESPONSE_REQUIREMENTS, la plantilla del mensaje runtime, los delimitadores de datos no confiables, la seleccion estructural de campos ni CONTEXT_SCHEMA_VERSION. Ampliado para cubrir las 6 dimensiones; los 6 hashes esperados en registry.ts se recalcularon; version no se incremento (cambio de metodo de medicion, no del contenido del prompt).","lib/stella/prompts/prompt-content-hash.ts (version anterior, solo systemPrompt); verificado empiricamente que un cambio en TASK no era detectado antes y si lo es despues",lib/stella/prompts/prompt-content-hash.ts; lib/stella/prompts/registry.ts; db/schema.ts (comentario),STL-A15-008,No,Alto,Ninguno,"Un cambio en system prompt, TASK, RESPONSE_REQUIREMENTS, la estructura del mensaje runtime, los delimitadores o los nombres de campo enviados hace fallar prompt-content-hash.test.ts; un cambio de version+hash conjunto pasa","lib/stella/prompts/__tests__/prompt-content-hash.test.ts (verificacion manual de deriva en TASK, ademas de la ya existente en system prompt)",Media,28,Done
STL-A16-004,Etapa A1.6,P0,Audit logs,Technical,Corregir recomputo de hash en tiempo de ejecucion (audit-log.ts),"recordStellaInteraction() llamaba a computePromptContentHash(role) en cada interaccion, invocando de nuevo los 6 builders reales. Esto rompio los 4 tests de server actions (sus mocks de buildXUserMessage devuelven un string simple no parseable como TASK/UNTRUSTED_PROJECT_DATA/RESPONSE_REQUIREMENTS). Corregido: se usa el snapshot ya calculado en el registro (template.expectedContentHash), sin recomputar en cada llamada.","27 pruebas fallando en app/actions/stella/__tests__/{advisor,composer,validator}.test.ts tras ampliar STL-A16-003, detectado al ejecutar pnpm test:unit",lib/stella/audit-log.ts,STL-A16-003,No,Alto,Ninguno,Los 4 tests de server actions de Stella y audit-log.test.ts pasan; promptContentHash almacenado sigue coincidiendo con PROMPT_TEMPLATES[role].expectedContentHash,"app/actions/stella/__tests__/{advisor,composer,validator,reviewer}.test.ts + lib/stella/__tests__/audit-log.test.ts",Baja,29,Done
STL-A2-007,Etapa A2,P0,AI security,Technical,Modulo de deteccion de PII (comun y de alto riesgo),"lib/stella/context/pii-detection.ts: deteccion de PII comun (email, telefono, ID generico, direccion precisa) con ayuda de anonimizacion; deteccion de alto riesgo (documento de identidad, datos financieros personales, credenciales via hasForbiddenPattern, heuristicas de menores/salud) segun DR-001 aprobado.",STELLA_A2_GOVERNANCE_DECISION_PACKAGE.md#DR-001 (aprobado); STELLA_A2_OWNER_DECISION_FORM.md,lib/stella/context/pii-detection.ts,None,No,Alto,Alto,Cada categoria (comun y alto riesgo) tiene al menos un caso positivo y uno negativo verificado; la deteccion nunca requiere red ni base de datos,lib/stella/context/__tests__/pii-detection.test.ts (nuevo),Alta,57,Pending
STL-A2-008,Etapa A2,P0,AI security,Technical,Wiring del guardarrail de PII en el contexto (bloqueo fail-closed + flags),"assertContextHasNoForbiddenData bloquea (lanza StellaContextGuardrailError) si detecta una categoria de alto riesgo; anade flags de sensibilidad al manifiesto (sin el valor detectado) si detecta PII comun. Fail-closed: ante incertidumbre de alto riesgo, bloquea.",STELLA_A2_IMPLEMENTATION_OPTIONS.md#DR-001/DR-002/DR-003 (mismo mecanismo subyacente),lib/stella/context/context-guardrails.ts; lib/stella/context/build-context-manifest.ts,STL-A2-007,No,Alto,Medio,Un contexto con una categoria de alto riesgo lanza; un contexto con PII comun no lanza pero anade el flag correspondiente sin el valor; un contexto limpio pasa sin cambios,lib/stella/context/__tests__/context-guardrails.test.ts (ampliada),Media,58,Pending
STL-A2-009,Etapa A2,P1,AI security,Technical,Registro de eventos de deteccion sin el dato sensible,"Los eventos de deteccion/bloqueo de PII se pueden auditar (via el error lanzado / flags del manifiesto) sin persistir nunca el texto o dato sensible detectado, solo la categoria.",STELLA_A2_GOVERNANCE_DECISION_PACKAGE.md#DR-001 punto 7,lib/stella/context/pii-detection.ts; lib/stella/context/context-guardrails.ts,STL-A2-007;STL-A2-008,No,Medio,Bajo,Ninguna prueba encuentra el valor sensible original dentro del mensaje de error ni del manifiesto; solo aparece el nombre de la categoria,lib/stella/context/__tests__/context-guardrails.test.ts (ampliada),Baja,59,Pending
STL-A21-001,Etapa A2.1,P0,Human approval,Design,Diseno e invariantes del consentimiento de IA,"Evaluar opciones A/B/C (fila mutable / eventos append-only / hibrido); elegir el modelo mas simple que reconstruya cada aceptacion/revocacion, sepa quien decidio, impida modificaciones silenciosas y consulte eficientemente el estado vigente. Documentar en el informe de implementacion.",DR-005 aprobado (STELLA_A2_OWNER_DECISION_FORM.md); ningun mecanismo existente (confirmado por busqueda en el repo),STELLA_A2_DR005_IMPLEMENTATION_REPORT.md,None,No,Bajo,Ninguno,"El informe documenta las 3 opciones, sus riesgos, y justifica la opcion elegida",N/A (documental),Baja,60,Done
STL-A21-002,Etapa A2.1,P0,Human approval,Technical,Registro central de versiones vigentes (terminos y politica),"STELLA_AI_TERMS_VERSION y STELLA_DATA_POLICY_VERSION como constantes unicas, sin fechas automaticas, sin duplicacion en server actions.",No existe ningun registro de versiones de politicas hoy,lib/stella/consent/versions.ts,STL-A21-001,No,Medio,Ninguno,Las constantes son strings no vacios; un test falla si estan vacias o con formato invalido,lib/stella/consent/__tests__/versions.test.ts (nuevo),Baja,61,Done
STL-A21-003,Etapa A2.1,P0,Database,Database,Migracion aditiva: stella_ai_consent_events,"Nueva tabla append-only (CREATE TABLE) posterior a 0044; incluye endurecimiento de privilegios desde el inicio (authenticated: solo SELECT, sin INSERT/UPDATE/DELETE) para no repetir la contradiccion de 0033.","STELLA_STAGE_A15_CLOSURE_REPORT.md (hallazgo del grant contradictorio en 0033, aplicado aqui como leccion aprendida)",db/migrations/0045_stella_ai_consent.sql; db/migrations/meta/_journal.json,STL-A21-001,No,Alto,Medio,drizzle-kit check sin drift; migracion aplicada solo al stack local,drizzle-kit check,Media,62,Done
STL-A21-004,Etapa A2.1,P0,Database,Technical,Esquema Drizzle de stella_ai_consent_events,"Tabla en db/schema.ts reflejando exactamente la migracion 0045: organization_id, event_type (accepted|revoked), ai_terms_version, data_policy_version, capability_scope, actor_user_id, occurred_at, reason, supersedes_event_id, metadata.",db/migrations/0045_stella_ai_consent.sql,db/schema.ts,STL-A21-003,No,Bajo,Bajo,El esquema Drizzle coincide exactamente con la migracion; drizzle-kit check sin drift,drizzle-kit check,Baja,63,Done
STL-A21-005,Etapa A2.1,P0,Human approval,Technical,Servicio de consulta del consentimiento (getStellaConsentStatus),Funcion central que resuelve valid/missing/revoked/outdated a partir del evento mas reciente por organizacion; fail-closed ante errores; nunca expone datos de otra organizacion; no consume cuota.,STL-A21-003/004 (tabla existente),lib/stella/consent/consent-status.ts,STL-A21-004,No,Alto,Bajo,Las 6 secuencias del encargo (accepted; accepted->revoked; v1->v2; version vigente cambia; revoked->accepted de nuevo; sin eventos) resuelven el status correcto,lib/stella/consent/__tests__/consent-status.test.ts (nuevo),Alta,64,Done
STL-A21-006,Etapa A2.1,P0,Human approval,Technical,Server action: acceptStellaConsent,"Autentica, verifica membresia, exige organization_admin (chequeo estricto de rol, sin bypass de super_admin global), resuelve versiones en servidor, registra evento append-only, crea audit log, devuelve estado tipado. No activa flags ni cuotas.","lib/audit/logger.ts (logAuditAction, patron reutilizado); lib/auth/session.ts (requireOrganizationAccess)",app/actions/stella/consent.ts,STL-A21-005,No,Alto,Bajo,organization_admin de la org acepta con exito; viewer/analyst/admin de otra org son rechazados; las versiones nunca vienen del cliente,app/actions/stella/__tests__/consent.test.ts (nuevo),Media,65,Done
STL-A21-007,Etapa A2.1,P0,Human approval,Technical,Server action: revokeStellaConsent,"Autentica, verifica membresia, exige organization_admin, identifica el consentimiento vigente, registra revocacion append-only, crea audit log, bloquea llamadas inmediatamente. No elimina interacciones previas ni modifica cuotas/planes.",STL-A21-006 (mismo patron de autorizacion),app/actions/stella/consent.ts,STL-A21-006,No,Alto,Bajo,"Tras revocar, getStellaConsentStatus devuelve revoked inmediatamente; ninguna fila historica se modifica o elimina",app/actions/stella/__tests__/consent.test.ts (ampliada),Media,66,Done
STL-A21-008,Etapa A2.1,P0,AI security,Technical,Compuerta de consentimiento en las 4 acciones de Stella,advisor/composer/validator/reviewer verifican getStellaConsentStatus despues de resolver la organizacion y ANTES de consumir cuota/rate-limit/contexto/modelo. Nuevos codigos de error CONSENT_REQUIRED/CONSENT_REVOKED/CONSENT_OUTDATED.,"app/actions/stella/{advisor,composer,validator,reviewer}.ts (orden actual: flag->auth->cuota->contexto->rate-limit->prompt->modelo)",app/actions/stella/advisor.ts; composer.ts; validator.ts; reviewer.ts,STL-A21-005,No,Alto,Bajo,"Sin consentimiento valido, ninguna de las 4 acciones consume cuota, rate-limit, ni llama al adaptador; las pruebas existentes de las 4 acciones se actualizan para mockear consentimiento valido y siguen pasando",Las 4 suites de accion (ampliadas) + caso nuevo de bloqueo por consentimiento,Alta,67,Done
STL-A21-009,Etapa A2.1,P0,Database,Technical,RLS y privilegios de stella_ai_consent_events,Politica RLS: SELECT para miembros activos de la organizacion (incluye super_admin); sin politica de INSERT/UPDATE/DELETE (denegado por ausencia); privilegios de tabla para authenticated limitados a SELECT desde la migracion inicial (no requiere migracion de endurecimiento posterior).,db/policies/002_stella_interactions_rls.sql (patron a replicar); private.current_user_role_in_org/current_user_is_super_admin (helpers existentes a reutilizar),db/policies/009_stella_ai_consent_rls.sql,STL-A21-003,No,Alto,Ninguno,Org A no lee eventos de B; usuario sin membresia no lee ninguno; authenticated no tiene INSERT/UPDATE/DELETE (has_table_privilege); la insercion legitima del servidor sigue funcionando,tests/integration/stella-ai-consent-rls.test.ts (nuevo),Media,68,Done
STL-A21-010,Etapa A2.1,P1,Audit logs,Technical,Auditoria de eventos de consentimiento,"Cada evento registra organizacion/actor/tipo/versiones/alcance/fecha/evento relacionado/motivo; ademas se crea una fila en audit_logs (AUDIT_ACTIONS.STELLA_AI_CONSENT_ACCEPTED/REVOKED) sin guardar texto legal completo, secretos ni payloads de proyecto.","lib/audit/logger.ts (AUDIT_ACTIONS, logAuditAction)",lib/audit/logger.ts,STL-A21-006;STL-A21-007,No,Medio,Bajo,"Cada aceptacion/revocacion crea exactamente una fila en audit_logs con las versiones y el actor, sin texto legal ni secretos",app/actions/stella/__tests__/consent.test.ts (aserciones de audit log),Baja,69,Done
STL-A21-011,Etapa A2.1,P0,Human approval,Test,Pruebas unitarias del consentimiento,"Cobertura de: versiones, las 6 secuencias de estado, fail-closed, alcance (capabilityScope), errores tipados, orden de la compuerta frente a cuota/rate-limit.",N/A (pruebas nuevas),lib/stella/consent/__tests__/,STL-A21-002;STL-A21-005,No,Alto,Ninguno,Todas las secuencias documentadas en el encargo tienen un caso de prueba dedicado y pasan,La propia suite,Media,70,Done
STL-A21-012,Etapa A2.1,P0,Human approval,Test,Pruebas de integracion y RLS del consentimiento,"Escenarios de la seccion 8 del encargo: aislamiento cross-org, sin membresia, viewer/analyst rechazados, admin cross-org rechazado, super_admin sin rol organizacional valido no acepta, cliente autenticado no inserta/actualiza/elimina, insercion legitima del servidor funciona, revocacion produce estado no consentido.",tests/integration/stella-interactions-rls.test.ts (patron a replicar),tests/integration/stella-ai-consent-rls.test.ts,STL-A21-009,No,Alto,Ninguno,Los 12 escenarios de la seccion 8 pasan contra el stack local,La propia suite,Alta,71,Done
STL-A21-013,Etapa A2.1,P0,Governance,Documentation,Documentacion y validacion final de DR-005,"Actualizar STELLA_DECISION_REGISTER.md (DR-005 como IMPLEMENTADA TECNICAMENTE, no revision legal concluida), STELLA_REVISED_BACKLOG.csv, STELLA_AI_DATA_GOVERNANCE_POLICY_DRAFT.md, STELLA_THREAT_MODEL.md, STELLA_A2_PREPARATION_REPORT.md; crear STELLA_A2_DR005_IMPLEMENTATION_REPORT.md.",Patron de cierre de bloque ya usado en Etapa A1/A1.5/DR-001,STELLA_DECISION_REGISTER.md; STELLA_AI_DATA_GOVERNANCE_POLICY_DRAFT.md; STELLA_THREAT_MODEL.md; STELLA_A2_PREPARATION_REPORT.md; STELLA_A2_DR005_IMPLEMENTATION_REPORT.md,STL-A21-008;STL-A21-009;STL-A21-010;STL-A21-011;STL-A21-012,No,Bajo,Ninguno,Todos los comandos de validacion ejecutados y documentados con su resultado exacto; ningun documento afirma algo no verificado,typecheck; lint; suites de Stella; test:unit; test:integration; drizzle-kit check; validacion CSV,Baja,72,Done
STL-A22-001,Etapa A2.2,P0,Human approval,Design,Inventario completo de rutas de lectura de stella_interactions,"Clasificar toda referencia a stellaInteractions/stella_interactions/responseJson/contextManifest/riskFlags/createdBy como escritura, lectura ordinaria, lectura administrativa, exportacion, test o migracion, e identificar el mecanismo (Drizzle bypass vs Supabase+RLS).","Agente de exploracion dedicado: unico escritor confirmado (recordStellaInteraction); 3 lectores existentes son agregados/existencia, ninguno expone contenido; sin UI de historial; sin mecanismo de impersonacion/break-glass",STELLA_A2_DR007_IMPLEMENTATION_REPORT.md,None,No,Bajo,Ninguno,El informe lista cada referencia con su clasificacion y mecanismo exacto,N/A (documental),Media,73,Done
STL-A22-002,Etapa A2.2,P0,Human approval,Design,Matriz de acceso efectiva por rol,Construir la matriz de la seccion 6 del encargo usando los roles reales (super_admin/organization_admin/impact_manager/analyst/reviewer/viewer) y el hecho verificado de que no existe ACL por proyecto (projects/portfolios/impact_narratives son org-wide para cualquier rol).,"db/policies/001_initial_auth_rls.sql, 0031_rls_core.sql (projects/portfolios/impact_narratives usan el mismo patron de 4 roles: super_admin/organization_admin/impact_manager/analyst)",STELLA_A2_DR007_IMPLEMENTATION_REPORT.md,STL-A22-001,No,Medio,Ninguno,"La matriz cubre los 6 roles + casos de borde (sin membresia, membresia inactiva, cross-org, proyecto archivado) con decision documentada para cada uno",N/A (documental),Media,74,Done
STL-A22-003,Etapa A2.2,P0,AI security,Design,Diseno del servicio de autorizacion,"Disenar canReadStellaInteraction(context): decision tipada y explicable (allowed/reason), fail-closed, sin depender del modelo, reutilizable en RLS-bypass y en servicios.",DR-007 aprobado; patron de tipos sugerido en el encargo,lib/stella/access/stella-interaction-access.ts,STL-A22-002,No,Alto,Ninguno,El tipo de decision distingue creator/organization_admin/analyst_project_access (permitido) y viewer_denied/inactive_membership/cross_org/support_reason_required (denegado),lib/stella/access/__tests__/stella-interaction-access.test.ts (nuevo),Alta,75,Done
STL-A22-004,Etapa A2.2,P0,Database,Database,Politica RLS reemplazada para stella_interactions,"Archivo de politica nuevo (no se edita 002_stella_interactions_rls.sql) que sustituye la politica SELECT de todo-miembro-activo por la matriz aprobada: creador + analyst/impact_manager/organization_admin org-wide, sin bypass de super_admin.","db/policies/002_stella_interactions_rls.sql (politica anterior, sin editar); private.current_user_role_in_org/current_user_org_ids (helpers existentes, current_user_org_ids ya filtra por status=active)",db/policies/010_stella_interactions_access_control_rls.sql,STL-A22-002,No,Alto,Medio,La politica nueva reemplaza a la anterior (DROP POLICY IF EXISTS de la politica de 002); aplicada y probada contra el stack local,tests/integration/stella-interactions-access-rls.test.ts (nuevo),Media,76,Done
STL-A22-005,Etapa A2.2,P0,Database,Technical,Verificacion de privilegios PostgreSQL,Confirmar con has_table_privilege que authenticated sigue teniendo como maximo SELECT (sin cambio respecto a 0043); anon sigue sin acceso; el mecanismo servidor de insercion sigue funcionando.,"db/migrations/0043_stella_interactions_privilege_hardening.sql (privilegios ya minimos, sin cambio necesario en este bloque)",tests/integration/stella-interactions-access-rls.test.ts,STL-A22-004,No,Medio,Ninguno,"has_table_privilege confirma authenticated=SELECT-only, anon=ninguno, sin cambio respecto al estado post-0043",tests/integration/stella-interactions-access-rls.test.ts,Baja,77,Done
STL-A22-006,Etapa A2.2,P0,AI security,Technical,Servicio central de lectura (list + get),"listAuthorizedStellaInteractions()/getAuthorizedStellaInteraction(id): resuelven el actor desde la sesion (nunca desde el cliente), aplican la matriz via SQL (no post-filtrado en memoria para colecciones), proyectan solo campos de la vista resumida o detallada segun autorizacion, devuelven NOT_FOUND sin revelar existencia cross-org.",Unico escritor y unicos lectores existentes ya inventariados en STL-A22-001; ninguno usa un patron equivalente hoy,lib/stella/access/stella-interaction-reads.ts,STL-A22-003,No,Alto,Medio,Las colecciones nunca cargan filas cross-org; un ID valido pero no autorizado devuelve NOT_FOUND; los campos devueltos coinciden con la vista autorizada,lib/stella/access/__tests__/stella-interaction-reads.test.ts (nuevo),Alta,78,Done
STL-A22-007,Etapa A2.2,P1,AI security,Technical,Sustitucion de lecturas directas fuera del servicio central,"Revisar los 3 lectores existentes (quota.ts, admin/stella-services.ts, projects/service.ts): confirmar que son agregados/existencia sin exposicion de contenido y por tanto no requieren pasar por el servicio central; documentar la decision de no migrarlos.","Los 3 lectores solo hacen count()/SELECT id, nunca responseJson/contextManifest",STELLA_A2_DR007_IMPLEMENTATION_REPORT.md,STL-A22-006,No,Bajo,Ninguno,El informe documenta explicitamente por que estos 3 lectores no se modifican,tests/stella-interactions-access-anti-regression.test.ts (verifica que no exponen contenido),Baja,79,Done
STL-A22-008,Etapa A2.2,P0,Human approval,Test,Acceso del creador de la interaccion,El creador lee su propia interaccion mientras conserve membresia activa en la organizacion; pierde el acceso si su membresia pasa a inactiva.,"DR-007 aprobado, seccion Creador",lib/stella/access/stella-interaction-access.ts,STL-A22-003,No,Medio,Ninguno,Creador activo autorizado; creador con membresia inactiva rechazado,lib/stella/access/__tests__/stella-interaction-access.test.ts,Baja,80,Done
STL-A22-009,Etapa A2.2,P0,Human approval,Test,Acceso de analyst (alcance real sin ACL por proyecto),"Documentar que, al no existir ACL por proyecto en Uellix, el alcance real de analyst equivale a toda la organizacion (mismo criterio que projects/portfolios/impact_narratives); impact_manager recibe el mismo trato por jerarquia de rol.","db/policies/001_initial_auth_rls.sql, 0031_rls_core.sql (patron de 4 roles ya usado para escritura de projects/portfolios/impact_narratives)",lib/stella/access/stella-interaction-access.ts,STL-A22-003,No,Medio,Ninguno,"Analyst e impact_manager autorizados para toda la organizacion; documentado como alcance real, no ACL nueva",lib/stella/access/__tests__/stella-interaction-access.test.ts,Baja,81,Done
STL-A22-010,Etapa A2.2,P0,Human approval,Test,Acceso de organization_admin,organization_admin lee todas las interacciones de su organizacion; un admin de otra organizacion es rechazado.,"DR-007 aprobado, seccion Organization admin",lib/stella/access/stella-interaction-access.ts,STL-A22-003,No,Medio,Ninguno,organization_admin autorizado para su organizacion; cross-org rechazado,lib/stella/access/__tests__/stella-interaction-access.test.ts,Baja,82,Done
STL-A22-011,Etapa A2.2,P0,Human approval,Test,Restriccion de viewer (y reviewer por interpretacion jerarquica),"viewer no tiene acceso general al historial; conserva acceso a su propia interaccion como creador (interpretacion documentada: la regla de creador no distingue rol, y la lista de exclusiones de viewer solo menciona interacciones de OTROS usuarios). reviewer se trata igual que viewer por no estar mencionado en la decision aprobada y estar por debajo de analyst en la jerarquia de roles.","DR-007 aprobado (silencio sobre reviewer, texto literal de exclusiones de viewer)",lib/stella/access/stella-interaction-access.ts,STL-A22-003,No,Alto,Ninguno,viewer no-creador rechazado; viewer creador autorizado (con justificacion documentada); reviewer tratado igual que viewer,lib/stella/access/__tests__/stella-interaction-access.test.ts,Media,83,Done
STL-A22-012,Etapa A2.2,P0,Human approval,Technical,Tratamiento de super_admin (sin bypass general),"Eliminar el bypass ""OR current_user_is_super_admin()"" de la politica SELECT de stella_interactions; un super_admin global sin membresia explicita en la organizacion es rechazado; un super_admin con membresia explicita (organization_admin o superior) conserva acceso por esa membresia, no por el flag global.","DR-007 aprobado, seccion Super admin; sin infraestructura de acceso excepcional auditado en el repo",db/policies/010_stella_interactions_access_control_rls.sql; lib/stella/access/stella-interaction-access.ts,STL-A22-004;STL-A22-003,No,Alto,Ninguno,super_admin ordinario (sin membresia) rechazado; super_admin con membresia organization_admin explicita autorizado por esa membresia,lib/stella/access/__tests__/stella-interaction-access.test.ts; tests/integration/stella-interactions-access-rls.test.ts,Media,84,Done
STL-A22-013,Etapa A2.2,P2,Governance,Decision,"Acceso excepcional auditado para soporte (tarea futura, no implementada)","No existe infraestructura de soporte/impersonacion/break-glass en el repo. Se aplica principio de menor privilegio: se deniega el acceso general de super_admin y se documenta el acceso excepcional auditado como tarea separada futura, fuera de alcance de esta sesion.",Busqueda confirmada: cero coincidencias de impersonat/break-glass/support-access/access-grant en todo el repositorio,STELLA_A2_DR007_IMPLEMENTATION_REPORT.md,STL-A22-012,Si,Alto,Ninguno,"Documentado como riesgo residual y tarea futura, no como bloqueo del gate actual",N/A (no implementado deliberadamente),N/A,85,Done
STL-A22-014,Etapa A2.2,P0,Human approval,Test,Pruebas unitarias de autorizacion,"Cobertura completa de la seccion 14 del encargo: creador activo/inactivo, viewer no-creador/creador, analyst con/sin acceso, admin/cross-org, sin membresia, super_admin ordinario, interaccion sin proyecto, proyecto archivado, cambio de rol, fail-closed.",N/A (pruebas nuevas),lib/stella/access/__tests__/,STL-A22-008;STL-A22-009;STL-A22-010;STL-A22-011;STL-A22-012,No,Alto,Ninguno,Los 14+ casos de la seccion 14 pasan,La propia suite,Alta,86,Done
STL-A22-015,Etapa A2.2,P0,Database,Test,Pruebas RLS e integracion,"Los 16 escenarios de la seccion 15 del encargo contra el stack local: creador, no-autorizado, viewer sin historial, analyst en su alcance real, admin org-wide, cross-org, sin membresia, membresia inactiva, super_admin sin bypass, privilegios de tabla, INSERT/UPDATE/DELETE directos denegados, insercion legitima funciona, listados sin filas prohibidas, consulta por ID sin enumeracion cross-org.","tests/integration/stella-interactions-rls.test.ts (patron a extender, sin editar)",tests/integration/stella-interactions-access-rls.test.ts (nuevo),STL-A22-004;STL-A22-005,No,Alto,Ninguno,Los 16 escenarios pasan contra Supabase local,La propia suite,Alta,87,Done
STL-A22-016,Etapa A2.2,P1,AI security,Test,Prueba anti-regresion de lecturas directas,"Escaneo estatico de codigo fuente que confirma que ninguna referencia nueva a stellaInteractions aparece fuera de los modulos autorizados (audit-log escritura, quota/admin-services agregados, projects existencia, access/stella-interaction-reads).",Patron ya usado en Etapa A1.6 (escaneo de db.update/delete en las 4 acciones de Stella),tests/stella-interactions-access-anti-regression.test.ts,STL-A22-006;STL-A22-007,No,Medio,Ninguno,El test falla si un archivo nuevo fuera de la lista autorizada referencia stellaInteractions,La propia suite,Media,88,Done
STL-A22-017,Etapa A2.2,P0,Governance,Documentation,Documentacion y validacion final de DR-007,"Actualizar STELLA_DECISION_REGISTER.md (DR-007 IMPLEMENTADA TECNICAMENTE), STELLA_REVISED_BACKLOG.csv, STELLA_AI_DATA_GOVERNANCE_POLICY_DRAFT.md, STELLA_THREAT_MODEL.md, STELLA_A2_PREPARATION_REPORT.md; crear STELLA_A2_DR007_IMPLEMENTATION_REPORT.md.",Patron de cierre de bloque ya usado en DR-001/DR-005,STELLA_DECISION_REGISTER.md; STELLA_AI_DATA_GOVERNANCE_POLICY_DRAFT.md; STELLA_THREAT_MODEL.md; STELLA_A2_PREPARATION_REPORT.md; STELLA_A2_DR007_IMPLEMENTATION_REPORT.md,STL-A22-014;STL-A22-015;STL-A22-016,No,Bajo,Ninguno,Todos los comandos de validacion ejecutados y documentados con resultado exacto; ningun documento afirma algo no verificado,typecheck; lint; suites de Stella; test:unit; test:integration; drizzle-kit check; validacion CSV,Baja,89,Done
STL-A23-001,Etapa A2.3,P0,Human approval,Design,Inventario de campos sensibles y de tamano de grupo,Confirmar que no existe ningun campo estructurado de tamano de grupo/edad/cohorte/genero/institucion en el esquema actual (stakeholderGroups solo tiene name/description/type; indicators.baseline/target/actualValue son varchar libre); documentar la brecha en vez de inventar metadatos.,"Agente de exploracion dedicado: confirmado que stakeholderCount = stakeholderGroups.length (conteo de grupos, no de personas); ningun campo de edad/cohorte/genero/institucion existe en db/schema.ts",STELLA_A2_DR002_DR003_IMPLEMENTATION_REPORT.md,None,No,Bajo,Ninguno,El informe documenta explicitamente la ausencia de un campo de tamano de grupo confiable,N/A (documental),Media,90,Done
STL-A23-002,Etapa A2.3,P0,AI security,Technical,Modelo de clasificacion (menores/salud/ambas/ninguna),"Clasificador calibrado para NO bloquear lenguaje tematico normal de SROI (p. ej. ""salud mental de jovenes"" como nombre de outcome) y SI detectar menciones de datos agregados (numero + sustantivo poblacional, p. ej. ""50 ninos"").","lib/stella/context/pii-detection.ts (deteccion individual existente, NO se duplica)",lib/stella/context/sensitive-population.ts,STL-A23-001,No,Alto,Ninguno,Lenguaje tematico normal (sin numero) nunca se clasifica como sensible; menciones con numero+sustantivo poblacional si,lib/stella/context/__tests__/sensitive-population.test.ts (nuevo),Alta,91,Done
